mid_price,mid_price_mkt,mid_price_vmap,mid_price_wt,imbalance,delta,timestamp, ,ask_bid_ratio
49128500.0,49127354.81625571,49159615.10190658,49131500.0,0.0,0.0,2023-11-15 00:00:00.221777, ,-3.0
49128500.0,49127354.81625571,49159735.94107346,49131500.0,8943.10824663192,0.8027415617602306,2023-11-15 00:00:01.221777, ,-3.0
49133000.0,49134071.73546873,49165122.37758262,49137000.0,7825.811663240194,3.363009961447934,2023-11-15 00:00:02.221777, ,-3.0
49135500.0,49132724.40550925,49160843.40584124,49137500.0,7795.601015836,3.781153410017239,2023-11-15 00:00:03.221777, ,-3.0
49135500.0,49132724.40550925,49160628.61756254,49138000.0,8277.320898659527,1.6186766165151836,2023-11-15 00:00:04.221778, ,0.0
49135500.0,49132724.40550925,49160490.17149886,49137500.0,6802.534307971597,-0.3227805949515842,2023-11-15 00:00:05.221778, ,0.024121323273213348
49135500.0,49132683.751006685,49160501.03912287,49137500.0,6796.414292566478,0.5630606982278084,2023-11-15 00:00:06.221779, ,0.29913599912009003
49136000.0,49133190.30679045,49160165.78722691,49138500.0,7480.925543174148,2.0255261113066663,2023-11-15 00:00:07.221780, ,0.4302514788720458
49136000.0,49133190.30679045,49160165.78722691,49138500.0,7480.925543174148,-0.0437859688293055,2023-11-15 00:00:08.221780, ,1.335219471956518
49136000.0,49133074.73541558,49159517.55846248,49138500.0,6962.428033053875,1.3734358100958393,2023-11-15 00:00:09.221780, ,0.3015118043731903
49136000.0,49134052.64273365,49159543.53057106,49138500.0,7135.490047462285,2.3486853373628263,2023-11-15 00:00:10.221781, ,0.20566667394282737
49136000.0,49134052.64273365,49158916.07240436,49136000.0,5920.612827882171,0.8672819631150595,2023-11-15 00:00:11.221781, ,0.7096318342533151
49136000.0,49133756.23662369,49158956.32373624,49136000.0,5890.501103170216,0.3195475918196823,2023-11-15 00:00:12.221781, ,0.7096318342533151
49137000.0,49133773.35878586,49158836.40258562,49137500.0,5213.884496420622,-0.7469662780904717,2023-11-15 00:00:13.221782, ,0.8842512139392277
49139500.0,49138481.98387178,49158695.907978624,49138000.0,3822.949242070317,-0.2996724372293387,2023-11-15 00:00:14.221782, ,-2.0
49139500.0,49138000.66966766,49158868.03838416,49138000.0,2823.3061122745275,-10.534023417769058,2023-11-15 00:00:15.221782, ,-2.0
49129000.0,49122357.93952952,49157518.80288748,49130000.0,7389.577268630266,-4.793621303280284,2023-11-15 00:00:16.221782, ,-2.0
49118000.0,49118396.50785521,49144907.395538,49126000.0,10738.105951100588,-4.592503308026256,2023-11-15 00:00:17.221782, ,405.5222566770031
49118000.0,49117990.47211424,49145999.94397676,49126000.0,10470.717366725206,-3.300295411739416,2023-11-15 00:00:18.221783, ,1167.8665599679905
49118000.0,49117990.47211424,49145557.37609442,49126000.0,9647.709769442676,-14.896868009745052,2023-11-15 00:00:19.221784, ,1123.1629488846654
49125500.0,49116056.38495012,49142266.11045104,49127500.0,3090.394511148333,-6.368399471950511,2023-11-15 00:00:20.221784, ,995.8928678603581
49124500.0,49124573.18543389,49152123.67104144,49127000.0,5996.772196307778,-5.502388638810614,2023-11-15 00:00:21.221784, ,1187.4988496548965
49123500.0,49127319.41077394,49152055.47183139,49127000.0,7384.127272486687,-2.779096300046641,2023-11-15 00:00:22.221784, ,-1.0
49127000.0,49131743.13438881,49153682.9339767,49131500.0,5959.162626110017,-0.4118500241681713,2023-11-15 00:00:23.221784, ,-2.0
49127500.0,49117099.3850663,49150680.10370772,49128000.0,3833.726028226316,1.5722480188037125,2023-11-15 00:00:24.221784, ,-2.0
49127500.0,49117099.3850663,49152793.04679546,49132000.0,5957.404785193503,-0.261038762684822,2023-11-15 00:00:25.221785, ,-2.0
49115500.0,49115987.22329694,49153646.241227314,49127000.0,17164.653145216405,-2.806762615354627,2023-11-15 00:00:26.221791, ,-2.0
49115500.0,49115987.22329694,49149853.618093066,49126000.0,13594.80249261111,0.5238417174442689,2023-11-15 00:00:27.221792, ,-2.0
49115500.0,49115986.54334106,49149840.0244158,49119000.0,12447.260821156204,-2.967312213744405,2023-11-15 00:00:28.221793, ,-2.0
49115500.0,49115985.44183231,49149825.87241167,49119000.0,12855.360097542403,-1.10626261136793,2023-11-15 00:00:29.221793, ,-2.0
49115500.0,49115985.44183231,49158880.1725424,49119000.0,12329.497770160437,-0.4091404949676019,2023-11-15 00:00:30.221796, ,-2.0
49115500.0,49115985.44183231,49141635.777505,49119000.0,11803.21211860329,0.632153834892861,2023-11-15 00:00:31.221797, ,-2.0
49115500.0,49115987.799304426,49155851.806827314,49119000.0,12153.981530934572,1.1699026229520286,2023-11-15 00:00:32.221797, ,5.622612520335
49118500.0,49120997.02761858,49150828.4370872,49122500.0,12242.788994662464,2.9557778681549807,2023-11-15 00:00:33.221797, ,0.0
49118500.0,49120997.02761858,49150828.4370872,49122500.0,12242.788994662464,1.3281166076586872,2023-11-15 00:00:34.221797, ,0.0
49118500.0,49120997.02761858,49150828.4370872,49122500.0,12242.788994662464,-1.2030842569616065,2023-11-15 00:00:35.221797, ,5.8719246450161675
49118500.0,49120996.69792666,49151095.98127571,49122500.0,12209.01248050481,-2.0127712603326637,2023-11-15 00:00:36.221797, ,10.892420316924746
49118500.0,49120996.56982181,49149566.9800644,49122500.0,10626.67726416886,-0.9349358439125915,2023-11-15 00:00:37.221798, ,-2.0
49118500.0,49120996.56982181,49149502.85758375,49122000.0,9311.964645504951,0.6125199402887023,2023-11-15 00:00:38.221798, ,-2.0
49118500.0,49120996.56982181,49130408.56498126,49122000.0,8504.90105317533,1.1429442557610383,2023-11-15 00:00:39.221798, ,-2.0
49118500.0,49120996.56982181,49149744.370615184,49122500.0,11714.84477763623,-1.4785717198754853,2023-11-15 00:00:40.221799, ,-2.0
49118500.0,49120996.56982181,49149744.370615184,49122500.0,11714.84477763623,-0.6643650992646706,2023-11-15 00:00:41.221799, ,-2.0
49118500.0,49120996.49609365,49149711.56921656,49122500.0,11716.173232413828,-0.216682288279618,2023-11-15 00:00:42.221800, ,-2.0
49118500.0,49120995.142298274,49148900.69234994,49122500.0,12045.450084134936,-1.543603488393705,2023-11-15 00:00:43.221801, ,-2.0
49118500.0,49120995.11003907,49148908.34028853,49122500.0,12045.076411992311,-0.3853874092544589,2023-11-15 00:00:44.221802, ,16.738927587582204
49122500.0,49122205.77824088,49134165.63973972,49125500.0,10671.124975956976,1.2828803575190435,2023-11-15 00:00:45.221803, ,16.738927587582204
49122500.0,49122205.77824088,49157961.36367092,49127500.0,12525.30050112307,-0.4221718744151049,2023-11-15 00:00:46.221804, ,16.738927587582204
49122500.0,49122205.77824088,49157961.36367092,49127500.0,12525.30050112307,-1.0967467704475102,2023-11-15 00:00:47.221805, ,17.74599538089099
49122500.0,49122216.31438943,49157399.89877437,49127500.0,11074.797846280038,-0.3654889738688013,2023-11-15 00:00:48.221806, ,4.0789978945025185
49122500.0,49121875.6634271,49156814.62281472,49127500.0,11146.57581049204,-0.1458534870285698,2023-11-15 00:00:49.221807, ,-2.0
49122500.0,49127491.7574229,49155769.54094799,49127500.0,9486.142323590817,-1.486381879113969,2023-11-15 00:00:50.221808, ,-2.0
49122500.0,49128333.3537851,49155062.51866757,49127500.0,11008.72045045346,-0.6889317441692547,2023-11-15 00:00:51.221809, ,-2.0
49122500.0,49128333.3537851,49155062.51866757,49127500.0,11008.72045045346,-0.3095569869550419,2023-11-15 00:00:52.221810, ,-2.0
49122500.0,49128937.11534238,49155652.89497424,49128000.0,12886.91094918549,-0.0895078085642901,2023-11-15 00:00:53.221811, ,0.4939284939284939
49122500.0,49128937.13104173,49155652.00569497,49128000.0,12887.005775108932,0.9393302726529222,2023-11-15 00:00:54.221811, ,0.4939284939284939
49122500.0,49128939.68192129,49155446.05430099,49128000.0,11613.219887182117,-0.601917951487149,2023-11-15 00:00:55.221811, ,0.0
49122500.0,49128540.29091508,49153667.313482136,49128000.0,11149.828280992806,-0.1832250856409704,2023-11-15 00:00:56.221811, ,0.0
49122500.0,49126673.594301485,49153093.48910501,49128000.0,10506.05948909372,-0.9177250444072604,2023-11-15 00:00:57.221812, ,0.0
49122500.0,49126679.69983378,49153078.24192566,49128000.0,10507.298076838257,0.5084880428288839,2023-11-15 00:00:58.221812, ,0.0
49122500.0,49126703.27760459,49152668.19155519,49125500.0,10467.799701832237,0.1687493606331759,2023-11-15 00:00:59.221813, ,0.0
49122500.0,49126703.27760459,49152668.19155519,49125500.0,10467.799701832237,0.075823975408748,2023-11-15 00:01:00.221814, ,-2.0
49123000.0,49117170.86170112,49153861.884229176,49128500.0,13142.96727783978,1.962730587699128,2023-11-15 00:01:01.221815, ,-2.0
49123000.0,49117170.86170112,49153861.884229176,49128500.0,13142.96727783978,-2.459344008736127,2023-11-15 00:01:02.221815, ,43.27844262295082
49123500.0,49121871.39843957,49142068.72094951,49130000.0,13250.541979417205,-1.2189046942066049,2023-11-15 00:01:03.221815, ,43.27844262295082
49123500.0,49121871.39843957,49142068.72094951,49130000.0,13250.541979417205,-1.3382950426044014,2023-11-15 00:01:04.221815, ,109.04311475409835
49134000.0,49118124.45562843,49145330.122220136,49135500.0,9585.113647796214,6.841391022495802,2023-11-15 00:01:05.221815, ,5.073711931456838
49134000.0,49118144.00248152,49145329.495409794,49135500.0,9603.952836476266,4.075910152432034,2023-11-15 00:01:06.221815, ,5.073711931456838
49134000.0,49118144.00248152,49145329.495409794,49135500.0,9603.952836476266,1.8314244866271527,2023-11-15 00:01:07.221816, ,3.2093192093192093
49133500.0,49118127.270323664,49142920.77507729,49133500.0,7853.446407847106,-0.1311699658484837,2023-11-15 00:01:08.221816, ,3.222788222788223
49133500.0,49118127.270323664,49142906.285823286,49133500.0,7943.700814880431,0.9377986408478364,2023-11-15 00:01:09.221817, ,0.013469013469013469
49133500.0,49118127.270323664,49142898.19602584,49133500.0,7949.618628531694,2.176757362074034,2023-11-15 00:01:10.221818, ,0.015766179677559444
49135000.0,49126113.45544696,49162314.281097054,49136000.0,8396.602863617241,-0.93685502275058,2023-11-15 00:01:11.221819, ,1.102469047649705
49135000.0,49124558.07555406,49162910.8855786,49136000.0,8428.649483084679,-1.2163758302895942,2023-11-15 00:01:12.221820, ,1.102469047649705
49135000.0,49126113.456219606,49162642.53839493,49136000.0,8940.116010002792,0.4499039694966679,2023-11-15 00:01:13.221820, ,1.0867028679721455
49135000.0,49126113.456219606,49144969.4390288,49136000.0,9575.858766399324,1.167087212883315,2023-11-15 00:01:14.221820, ,1.0867028679721455
49136000.0,49129230.28037383,49167923.48263939,49134500.0,8517.924574881792,-1.4871000180166207,2023-11-15 00:01:15.221821, ,-2.0
49126000.0,49127349.22292414,49138063.9973506,49134000.0,14333.538414873185,0.3020229207110618,2023-11-15 00:01:16.221822, ,-2.0
49126000.0,49127026.94472825,49165270.10167023,49135500.0,18781.26347516477,-1.5511587416901065,2023-11-15 00:01:17.221822, ,-2.0
49126000.0,49127026.94472825,49166412.288396016,49135500.0,17556.170864328742,-1.2452914968845752,2023-11-15 00:01:18.221824, ,-2.0
49126000.0,49127166.94240011,49166354.60787872,49135500.0,17586.28960713744,0.3978541655688155,2023-11-15 00:01:19.221825, ,-2.0
49126000.0,49127030.92463527,49168947.62563264,49135500.0,17172.51963482797,-1.4590105505583617,2023-11-15 00:01:20.221825, ,-2.0
49126000.0,49127341.82513856,49168950.46102759,49135500.0,17437.939564034343,-0.7064191470321857,2023-11-15 00:01:21.221825, ,-2.0
49126000.0,49127341.82513856,49141910.10969839,49135500.0,15973.133852683008,0.7128367982147517,2023-11-15 00:01:22.221826, ,-2.0
49126000.0,49127341.82513856,49141910.10969839,49135500.0,15973.133852683008,0.3202982201264711,2023-11-15 00:01:23.221827, ,-2.0
49126000.0,49127341.82513856,49141627.1451412,49135000.0,15634.8100047037,1.0723648246777435,2023-11-15 00:01:24.221827, ,-2.0
49126000.0,49127341.82513856,49146281.25177174,49135000.0,14405.007609203458,-0.5480951970123833,2023-11-15 00:01:25.221828, ,-2.0
49125000.0,49125086.928585246,49141123.18075072,49133000.0,13922.737256594002,0.7174894762456071,2023-11-15 00:01:26.221828, ,-2.0
49126000.0,49128359.46728614,49140276.66828236,49133500.0,13988.74284605682,1.2173306368008696,2023-11-15 00:01:27.221828, ,-2.0
49126000.0,49128359.46728614,49140245.48404488,49133500.0,14002.095500044525,1.467112349985968,2023-11-15 00:01:28.221828, ,-2.0
49126000.0,49128359.46728614,49140241.6735795,49133500.0,14005.72366668284,1.566773396893626,2023-11-15 00:01:29.221828, ,-2.0
49126000.0,49128359.46728614,49140241.6735795,49133500.0,14005.72366668284,0.7039966674326333,2023-11-15 00:01:30.221828, ,-2.0
49126500.0,49124026.29789646,49142538.14234394,49131500.0,12599.75312845409,-0.5389257455879145,2023-11-15 00:01:31.221829, ,-2.0
49126500.0,49124026.29789646,49142082.94249301,49131500.0,11035.935278236866,-1.1673797692771606,2023-11-15 00:01:32.221830, ,0.22676459564556825
