type,transaction_date,price,units_traded,total,count,timestamp
0,2023-11-15 00:13:27,49052000,0.0040773,99999,2,2023-11-15 00:13:27.222178
0,0,0,0.0,0,0,2023-11-15 00:13:28.222178
0,2023-11-15 00:13:29,49060000,0.06736349,3304852,1,2023-11-15 00:13:29.222178
1,2023-11-15 00:13:28,49051000,0.1649,7911926,2,2023-11-15 00:13:29.222178
1,2023-11-15 00:13:29,49051000,0.03897359,1911693,1,2023-11-15 00:13:30.222178
0,2023-11-15 00:13:30,49098459,0.8015698600000001,11076710,7,2023-11-15 00:13:31.222178
1,2023-11-15 00:13:31,49053409,0.04933903,495558,2,2023-11-15 00:13:32.222179
0,0,0,0.0,0,0,2023-11-15 00:13:33.222180
1,2023-11-15 00:13:33,49053000,0.00832568,408399,1,2023-11-15 00:13:34.222181
0,2023-11-15 00:13:34,49116000,0.0141628,695620,1,2023-11-15 00:13:35.222181
1,2023-11-15 00:13:34,49070000,0.0689,3380923,1,2023-11-15 00:13:35.222181
1,2023-11-15 00:13:36,49070000,0.01937999,950976,1,2023-11-15 00:13:36.222181
0,2023-11-15 00:13:36,49144503,0.80174375,1087979,7,2023-11-15 00:13:37.222182
1,2023-11-15 00:13:36,49070000,0.1003,1564351,5,2023-11-15 00:13:37.222182
1,2023-11-15 00:13:37,49071000,0.05,2453550,1,2023-11-15 00:13:38.222183
1,2023-11-15 00:13:38,49060151,0.0528,2541308,2,2023-11-15 00:13:39.222184
0,0,0,0.0,0,0,2023-11-15 00:13:40.222185
1,2023-11-15 00:13:40,49076721,0.0942099999999999,3131176,3,2023-11-15 00:13:41.222186
0,2023-11-15 00:13:41,49077000,0.01,490770,1,2023-11-15 00:13:42.222187
1,2023-11-15 00:13:42,49079977,0.25022,7916604,3,2023-11-15 00:13:42.222187
0,2023-11-15 00:13:43,49149634,0.80130201,17876,8,2023-11-15 00:13:43.222187
1,2023-11-15 00:13:43,49083000,0.0061,299406,1,2023-11-15 00:13:43.222187
0,2023-11-15 00:13:43,49086087,0.01416229,9832,2,2023-11-15 00:13:44.222188
1,2023-11-15 00:13:44,49084054,0.49451651,490840,7,2023-11-15 00:13:44.222188
1,2023-11-15 00:13:44,49080000,0.0153,750924,1,2023-11-15 00:13:45.222188
1,2023-11-15 00:13:45,49083000,0.02188991,199226,3,2023-11-15 00:13:46.222189
0,2023-11-15 00:13:46,49083000,0.0038,186515,1,2023-11-15 00:13:47.222190
1,2023-11-15 00:13:46,49092000,0.00204,100147,1,2023-11-15 00:13:47.222190
1,2023-11-15 00:13:48,49082096,0.1071999999999999,3892123,5,2023-11-15 00:13:48.222190
0,2023-11-15 00:13:48,49143241,0.8011495099999999,3326778,8,2023-11-15 00:13:49.222191
1,2023-11-15 00:13:49,49084000,0.00886624,435190,1,2023-11-15 00:13:49.222191
1,2023-11-15 00:13:50,49084233,0.0732,279795,3,2023-11-15 00:13:50.222191
0,2023-11-15 00:13:50,49083000,0.05,2454150,1,2023-11-15 00:13:51.222192
1,2023-11-15 00:13:50,49081000,0.01,490810,1,2023-11-15 00:13:51.222192
1,2023-11-15 00:13:51,49081521,0.01048617,215965,3,2023-11-15 00:13:52.222192
0,0,0,0.0,0,0,2023-11-15 00:13:53.222192
1,2023-11-15 00:13:53,49083557,0.1827,1449580,4,2023-11-15 00:13:54.222193
0,2023-11-15 00:13:54,49150711,0.8009876300000001,1762057,5,2023-11-15 00:13:55.222194
1,2023-11-15 00:13:54,49080806,0.03953205,938530,3,2023-11-15 00:13:55.222194
1,2023-11-15 00:13:55,49099229,0.17576626,196340,7,2023-11-15 00:13:56.222195
1,2023-11-15 00:13:57,49085000,0.06406,2454250,3,2023-11-15 00:13:57.222196
0,2023-11-15 00:13:58,49090000,0.00494,242504,1,2023-11-15 00:13:58.222197
1,2023-11-15 00:13:58,49085239,0.1956,382909,4,2023-11-15 00:13:58.222197
0,0,0,0.0,0,0,2023-11-15 00:13:59.222197
1,2023-11-15 00:13:59,49085000,0.0275,952249,2,2023-11-15 00:14:00.222197
0,2023-11-15 00:14:00,49133065,0.81304065,2749070,9,2023-11-15 00:14:01.222197
1,2023-11-15 00:14:00,49087000,0.02569999,770665,2,2023-11-15 00:14:01.222197
1,2023-11-15 00:14:01,49089373,0.05980721,1212901,5,2023-11-15 00:14:02.222197
0,0,0,0.0,0,0,2023-11-15 00:14:03.222198
1,2023-11-15 00:14:03,49087572,0.2259999999999999,3176058,2,2023-11-15 00:14:04.222199
1,2023-11-15 00:14:04,49088999,0.06629,24053,2,2023-11-15 00:14:05.222199
1,2023-11-15 00:14:05,49085996,0.1186,394438,5,2023-11-15 00:14:06.222199
0,2023-11-15 00:14:06,49166797,0.80202289,3962005,15,2023-11-15 00:14:07.222199
1,2023-11-15 00:14:06,49087000,0.0087,427056,1,2023-11-15 00:14:07.222199
0,2023-11-15 00:14:07,49151000,0.00020345,9999,1,2023-11-15 00:14:08.222200
1,2023-11-15 00:14:08,49085587,0.0485,490850,3,2023-11-15 00:14:08.222200
0,2023-11-15 00:14:08,49088000,0.166,8148608,1,2023-11-15 00:14:09.222200
1,2023-11-15 00:14:10,49084042,0.2015,230694,6,2023-11-15 00:14:10.222201
0,2023-11-15 00:14:10,49088000,0.00203711,99997,1,2023-11-15 00:14:11.222201
1,2023-11-15 00:14:10,49085000,0.004,196340,1,2023-11-15 00:14:11.222201
1,2023-11-15 00:14:11,49085000,0.02239481,4653,2,2023-11-15 00:14:12.222202
0,2023-11-15 00:14:13,49137606,0.80134448,9999429,4,2023-11-15 00:14:13.222202
1,2023-11-15 00:14:13,49088385,0.03116816,996547,3,2023-11-15 00:14:14.222203
1,2023-11-15 00:14:15,49089014,0.01,487437,2,2023-11-15 00:14:15.222203
1,2023-11-15 00:14:15,49089011,0.3366,16425149,2,2023-11-15 00:14:16.222204
1,2023-11-15 00:14:17,49091200,0.00508783,50158,2,2023-11-15 00:14:17.222205
1,2023-11-15 00:14:17,49092000,0.098,4811016,1,2023-11-15 00:14:18.222206
0,2023-11-15 00:14:19,49163329,0.84594219,2458150,9,2023-11-15 00:14:19.222207
1,2023-11-15 00:14:19,49092000,0.0206,1011295,1,2023-11-15 00:14:19.222207
1,2023-11-15 00:14:20,49094179,0.23165,2454600,5,2023-11-15 00:14:20.222208
1,2023-11-15 00:14:20,49093278,0.0532,157094,3,2023-11-15 00:14:21.222208
1,2023-11-15 00:14:21,49092000,0.3752,15473798,3,2023-11-15 00:14:22.222208
0,2023-11-15 00:14:23,49141000,0.00205429,100949,1,2023-11-15 00:14:23.222209
1,2023-11-15 00:14:23,49090999,0.0598,216000,3,2023-11-15 00:14:23.222209
1,2023-11-15 00:14:23,49091579,0.0863,1566002,3,2023-11-15 00:14:24.222210
1,2023-11-15 00:14:24,49091000,0.05,2454550,1,2023-11-15 00:14:25.222211
0,2023-11-15 00:14:25,49150225,0.8011429200000001,3192670,6,2023-11-15 00:14:26.222211
1,2023-11-15 00:14:26,49091990,0.1515,559637,5,2023-11-15 00:14:26.222211
1,2023-11-15 00:14:26,49092000,0.1,2454650,2,2023-11-15 00:14:27.222212
1,2023-11-15 00:14:28,49091170,0.1742999999999999,2454550,6,2023-11-15 00:14:28.222212
1,2023-11-15 00:14:28,49091000,0.4987,2454550,4,2023-11-15 00:14:29.222212
1,2023-11-15 00:14:30,49091000,0.3677,10908020,6,2023-11-15 00:14:30.222212
1,2023-11-15 00:14:30,49091000,0.05923587,28803,3,2023-11-15 00:14:31.222213
0,0,0,0.0,0,0,2023-11-15 00:14:32.222214
0,2023-11-15 00:14:31,49154347,0.8043643099999999,2125714,14,2023-11-15 00:14:33.222215
1,2023-11-15 00:14:33,49092981,1.27167743,19528399,12,2023-11-15 00:14:33.222215
1,2023-11-15 00:14:33,49091000,0.01151394,137454,3,2023-11-15 00:14:34.222216
1,2023-11-15 00:14:35,49091000,0.31416,490910,3,2023-11-15 00:14:35.222216
0,0,0,0.0,0,0,2023-11-15 00:14:36.222216
0,2023-11-15 00:14:37,49150781,0.03069002,9133,3,2023-11-15 00:14:37.222217
1,2023-11-15 00:14:37,49099511,0.6012600100000001,3437000,8,2023-11-15 00:14:37.222217
0,2023-11-15 00:14:37,49177227,0.80155619,3353803,5,2023-11-15 00:14:38.222217
1,2023-11-15 00:14:38,49100005,0.17655169,21762,5,2023-11-15 00:14:38.222217
1,2023-11-15 00:14:38,49100000,0.07069653,2455000,3,2023-11-15 00:14:39.222217
0,2023-11-15 00:14:39,49111873,0.02281505,614739,3,2023-11-15 00:14:40.222217
1,2023-11-15 00:14:40,49099415,0.1372,648034,5,2023-11-15 00:14:40.222217
1,2023-11-15 00:14:40,49095000,0.09217,3436650,3,2023-11-15 00:14:41.222218
0,2023-11-15 00:14:42,49130500,0.1,2458050,2,2023-11-15 00:14:42.222218
1,2023-11-15 00:14:41,49095025,0.08,3436650,3,2023-11-15 00:14:42.222218
0,2023-11-15 00:14:42,49095000,0.0038,186561,1,2023-11-15 00:14:43.222219
1,2023-11-15 00:14:42,49094000,0.0075,181647,2,2023-11-15 00:14:43.222219
0,0,0,0.0,0,0,2023-11-15 00:14:44.222220
0,2023-11-15 00:14:45,49175489,0.81550751,491110,12,2023-11-15 00:14:45.222220
1,2023-11-15 00:14:45,49108657,0.05822624,315888,8,2023-11-15 00:14:45.222220
1,2023-11-15 00:14:46,49102440,0.1611999999999999,370919,4,2023-11-15 00:14:46.222221
0,2023-11-15 00:14:47,49178000,0.00129395,63633,1,2023-11-15 00:14:47.222222
1,2023-11-15 00:14:47,49106088,0.3222745,3437070,4,2023-11-15 00:14:47.222222
0,2023-11-15 00:14:48,49100000,0.05313386,2608872,1,2023-11-15 00:14:48.222223
1,2023-11-15 00:14:48,49104386,0.13921614,999999,7,2023-11-15 00:14:48.222223
0,0,0,0.0,0,0,2023-11-15 00:14:49.222223
0,2023-11-15 00:14:49,49162638,0.8015150400000001,5113784,6,2023-11-15 00:14:50.222224
1,2023-11-15 00:14:49,49103000,0.1613,7920313,1,2023-11-15 00:14:50.222224
1,2023-11-15 00:14:51,49113000,0.0644,3162877,1,2023-11-15 00:14:51.222224
0,2023-11-15 00:14:51,49105000,0.00608693,298898,1,2023-11-15 00:14:52.222224
1,2023-11-15 00:14:52,49104010,0.0644119299999999,3157387,2,2023-11-15 00:14:52.222224
0,0,0,0.0,0,0,2023-11-15 00:14:53.222225
0,2023-11-15 00:14:54,49142000,0.03823015,1878706,1,2023-11-15 00:14:54.222225
1,2023-11-15 00:14:53,49107000,0.008,392856,1,2023-11-15 00:14:54.222225
1,2023-11-15 00:14:54,49106129,0.03712114,50089,4,2023-11-15 00:14:55.222225
0,2023-11-15 00:14:55,49164085,0.80243554,360797,8,2023-11-15 00:14:56.222226
1,2023-11-15 00:14:55,49104780,0.084,1325808,3,2023-11-15 00:14:56.222226
0,2023-11-15 00:14:56,49105116,0.0809,3511007,2,2023-11-15 00:14:57.222227
1,2023-11-15 00:14:57,49104045,0.118,5529110,2,2023-11-15 00:14:57.222227
1,2023-11-15 00:14:57,49103767,0.3742,573722,6,2023-11-15 00:14:58.222227
1,2023-11-15 00:14:58,49100000,0.0158,775780,1,2023-11-15 00:14:59.222227
1,2023-11-15 00:14:59,49101000,0.006,294606,1,2023-11-15 00:15:00.222228
0,2023-11-15 00:15:00,49104000,0.00152711,74987,1,2023-11-15 00:15:01.222228
1,2023-11-15 00:15:01,49100273,0.06433697,1286420,4,2023-11-15 00:15:01.222228
0,2023-11-15 00:15:01,49138276,0.80158849,41912,9,2023-11-15 00:15:02.222229
1,2023-11-15 00:15:01,49099999,0.0367,1310970,2,2023-11-15 00:15:02.222229
0,0,0,0.0,0,0,2023-11-15 00:15:03.222229
1,2023-11-15 00:15:03,49103000,0.0030524,149881,1,2023-11-15 00:15:04.222230
0,2023-11-15 00:15:04,49103000,0.04093352,9999,2,2023-11-15 00:15:05.222230
1,2023-11-15 00:15:04,49104308,0.9254,3128243,4,2023-11-15 00:15:05.222230
1,2023-11-15 00:15:06,49101000,0.02989,122261,2,2023-11-15 00:15:06.222230
0,2023-11-15 00:15:06,49105946,0.01017699,445191,2,2023-11-15 00:15:07.222230
1,2023-11-15 00:15:07,49100999,0.0159,491010,2,2023-11-15 00:15:07.222230
0,2023-11-15 00:15:07,49155461,0.81625943,1527943,7,2023-11-15 00:15:08.222230
1,2023-11-15 00:15:07,49101000,0.1613,7919991,1,2023-11-15 00:15:08.222230
0,2023-11-15 00:15:08,49163000,0.0002,9832,1,2023-11-15 00:15:09.222231
0,2023-11-15 00:15:09,49162803,0.01018143,49161,2,2023-11-15 00:15:10.222231
1,2023-11-15 00:15:09,49106051,0.0289999999999999,662944,3,2023-11-15 00:15:10.222231
0,0,0,0.0,0,0,2023-11-15 00:15:11.222231
1,2023-11-15 00:15:11,49105350,0.59532295,7916693,5,2023-11-15 00:15:12.222231
0,0,0,0.0,0,0,2023-11-15 00:15:13.222231
0,2023-11-15 00:15:13,49159906,0.80361274,10909023,9,2023-11-15 00:15:14.222231
1,2023-11-15 00:15:14,49101000,0.1713,491010,2,2023-11-15 00:15:14.222231
1,2023-11-15 00:15:15,49103000,0.03213684,1361962,3,2023-11-15 00:15:15.222232
1,2023-11-15 00:15:16,49102000,0.22639999,3201449,2,2023-11-15 00:15:16.222232
0,2023-11-15 00:15:16,49160000,0.00407295,200226,1,2023-11-15 00:15:17.222233
0,2023-11-15 00:15:17,49159000,0.0002034,9998,1,2023-11-15 00:15:18.222236
1,2023-11-15 00:15:17,49103978,0.0646,34371,3,2023-11-15 00:15:18.222236
1,2023-11-15 00:15:18,49130000,0.00248,121842,1,2023-11-15 00:15:19.222237
0,2023-11-15 00:15:20,49166891,0.84320872,5385547,8,2023-11-15 00:15:20.222237
1,2023-11-15 00:15:19,49104047,0.0023,112733,2,2023-11-15 00:15:20.222237
1,2023-11-15 00:15:21,49104126,0.5695460499999999,9423825,3,2023-11-15 00:15:21.222237
0,0,0,0.0,0,0,2023-11-15 00:15:22.222238
1,2023-11-15 00:15:23,49101577,0.1996,1885593,2,2023-11-15 00:15:23.222238
0,2023-11-15 00:15:23,49106000,0.01,491060,1,2023-11-15 00:15:24.222238
1,2023-11-15 00:15:23,49103029,0.061437,893545,4,2023-11-15 00:15:24.222238
1,2023-11-15 00:15:24,49101305,0.0179,103042,3,2023-11-15 00:15:25.222238
0,2023-11-15 00:15:26,49170593,0.80889926,28700280,7,2023-11-15 00:15:26.222239
1,2023-11-15 00:15:25,49101000,0.277611,2931329,4,2023-11-15 00:15:26.222239
1,2023-11-15 00:15:27,49102000,0.18925961,2455100,4,2023-11-15 00:15:27.222241
1,2023-11-15 00:15:28,49101000,0.1009999999999999,491010,2,2023-11-15 00:15:28.222241
0,2023-11-15 00:15:28,49102000,0.0608,2985401,1,2023-11-15 00:15:29.222241
1,2023-11-15 00:15:29,49101571,0.6082670000000001,18486526,5,2023-11-15 00:15:29.222241
1,2023-11-15 00:15:30,49101000,0.1306,2455050,2,2023-11-15 00:15:30.222243
0,2023-11-15 00:15:31,49104000,0.00203649,99999,1,2023-11-15 00:15:31.222244
1,2023-11-15 00:15:31,49101000,0.0636849999999999,274965,2,2023-11-15 00:15:31.222244
0,2023-11-15 00:15:31,49103000,0.02036493,999979,1,2023-11-15 00:15:32.222244
1,2023-11-15 00:15:32,49101000,0.118989,491010,3,2023-11-15 00:15:32.222244
0,2023-11-15 00:15:32,49152919,0.80123784,7881,7,2023-11-15 00:15:33.222245
1,2023-11-15 00:15:33,49102792,0.18749731,176767,4,2023-11-15 00:15:33.222245
1,2023-11-15 00:15:34,49101391,0.0567,1090064,2,2023-11-15 00:15:34.222246
1,2023-11-15 00:15:35,49108000,0.0542,2661653,1,2023-11-15 00:15:35.222246
1,2023-11-15 00:15:35,49107721,0.01102182,50176,2,2023-11-15 00:15:36.222247
1,2023-11-15 00:15:36,49104000,0.05,2455200,1,2023-11-15 00:15:37.222248
0,2023-11-15 00:15:37,49165000,0.00099664,48999,1,2023-11-15 00:15:38.222249
1,2023-11-15 00:15:38,49104543,0.1337,258733,6,2023-11-15 00:15:38.222249
0,0,0,0.0,0,0,2023-11-15 00:15:39.222249
0,2023-11-15 00:15:40,49163966,0.87530881,21406,12,2023-11-15 00:15:40.222250
1,2023-11-15 00:15:39,49105152,0.03829432,43215,4,2023-11-15 00:15:40.222250
0,2023-11-15 00:15:41,49110000,0.00087684,43061,1,2023-11-15 00:15:41.222250
1,2023-11-15 00:15:41,49110529,0.51936,22085904,3,2023-11-15 00:15:41.222250
0,2023-11-15 00:15:41,49105000,0.063155,3101226,1,2023-11-15 00:15:42.222251
1,2023-11-15 00:15:41,49102000,0.0687,3373307,1,2023-11-15 00:15:42.222251
1,2023-11-15 00:15:43,49102871,0.1583999999999999,176774,6,2023-11-15 00:15:43.222252
1,2023-11-15 00:15:44,49102414,0.0809599999999999,269078,5,2023-11-15 00:15:44.222253
0,2023-11-15 00:15:44,49171449,0.8012368400000001,6692361,9,2023-11-15 00:15:45.222253
1,2023-11-15 00:15:45,49103363,0.11818493,12449,6,2023-11-15 00:15:45.222253
0,2023-11-15 00:15:46,49169036,0.37383803,3718094,6,2023-11-15 00:15:46.222254
1,2023-11-15 00:15:45,49103000,0.00548,269084,1,2023-11-15 00:15:46.222254
0,0,0,0.0,0,0,2023-11-15 00:15:47.222255
0,2023-11-15 00:15:47,49165479,0.00243971,19999,2,2023-11-15 00:15:48.222256
1,2023-11-15 00:15:47,49102184,0.1744338799999999,3152348,11,2023-11-15 00:15:48.222256
1,2023-11-15 00:15:49,49102000,0.124,5049892,3,2023-11-15 00:15:49.222257
1,2023-11-15 00:15:50,49101689,0.230557,2946060,5,2023-11-15 00:15:50.222258
0,2023-11-15 00:15:50,49142977,0.8009891800000001,3363829,5,2023-11-15 00:15:51.222259
1,2023-11-15 00:15:51,49101305,0.36288885,1546681,10,2023-11-15 00:15:51.222259
0,2023-11-15 00:15:51,49102000,0.0121,594134,1,2023-11-15 00:15:52.222260
1,2023-11-15 00:15:51,49104737,0.198056,4790487,3,2023-11-15 00:15:52.222260
0,2023-11-15 00:15:53,49105000,0.00022146,10874,1,2023-11-15 00:15:53.222260
1,2023-11-15 00:15:53,49101000,0.083767,520470,3,2023-11-15 00:15:53.222260
1,2023-11-15 00:15:54,49101494,0.2442387699999999,5688969,7,2023-11-15 00:15:54.222261
1,2023-11-15 00:15:55,49101000,0.49458401,11219578,5,2023-11-15 00:15:55.222262
1,2023-11-15 00:15:55,49101000,0.32941,3437070,4,2023-11-15 00:15:56.222263
0,2023-11-15 00:15:56,49157346,0.8015322800000001,3118978,12,2023-11-15 00:15:57.222263
1,2023-11-15 00:15:57,49101923,0.4685,545043,20,2023-11-15 00:15:57.222263
0,2023-11-15 00:15:57,49103000,0.02098177,1030267,1,2023-11-15 00:15:58.222263
1,2023-11-15 00:15:57,49102158,0.11644823,1473060,5,2023-11-15 00:15:58.222263
1,2023-11-15 00:15:59,49102017,0.06762623,33204,6,2023-11-15 00:15:59.222264
0,2023-11-15 00:15:59,49103000,0.0685,3363555,1,2023-11-15 00:16:00.222265
0,2023-11-15 00:16:01,49161000,0.00203311,99949,1,2023-11-15 00:16:01.222265
1,2023-11-15 00:16:01,49104000,0.134147,5386708,3,2023-11-15 00:16:01.222265
1,2023-11-15 00:16:01,49102047,0.1316,1846235,7,2023-11-15 00:16:02.222266
0,2023-11-15 00:16:02,49154309,0.8017306900000001,4053595,7,2023-11-15 00:16:03.222266
1,2023-11-15 00:16:03,49102431,0.1462,3098399,4,2023-11-15 00:16:03.222266
0,2023-11-15 00:16:03,49102000,0.00712285,150002,2,2023-11-15 00:16:04.222266
1,2023-11-15 00:16:04,49101608,0.3677721499999999,250410,13,2023-11-15 00:16:04.222266
1,2023-11-15 00:16:05,49100002,0.6896720000000001,687400,6,2023-11-15 00:16:05.222268
0,2023-11-15 00:16:05,49101000,0.02240143,1099932,1,2023-11-15 00:16:06.222268
1,2023-11-15 00:16:06,49100000,0.24218299,491000,9,2023-11-15 00:16:06.222268
0,2023-11-15 00:16:06,49101000,0.00364075,9820,2,2023-11-15 00:16:07.222269
1,2023-11-15 00:16:07,49100000,0.50880799,1473000,12,2023-11-15 00:16:07.222269
1,2023-11-15 00:16:07,49100000,0.0503,996729,2,2023-11-15 00:16:08.222270
0,2023-11-15 00:16:08,49136116,0.8043267199999999,28546,14,2023-11-15 00:16:09.222270
1,2023-11-15 00:16:09,49100343,0.0274,152213,3,2023-11-15 00:16:09.222270
1,2023-11-15 00:16:10,49100036,0.34089405,530280,11,2023-11-15 00:16:10.222271
1,2023-11-15 00:16:11,49100000,0.651077,2170220,7,2023-11-15 00:16:11.222272
0,2023-11-15 00:16:12,49101000,0.00508544,249700,1,2023-11-15 00:16:12.222273
1,2023-11-15 00:16:11,49100000,0.1006100599999999,2307700,6,2023-11-15 00:16:12.222273
0,2023-11-15 00:16:12,49100625,0.01632563,299843,2,2023-11-15 00:16:13.222274
1,2023-11-15 00:16:13,49097933,0.41738463,1448184,22,2023-11-15 00:16:13.222274
0,2023-11-15 00:16:13,49099593,0.16320857,432080,5,2023-11-15 00:16:14.222274
1,2023-11-15 00:16:13,49097026,0.1344,4419000,2,2023-11-15 00:16:14.222274
0,2023-11-15 00:16:14,49117640,0.80229623,4916600,12,2023-11-15 00:16:15.222274
1,2023-11-15 00:16:15,49100360,0.304,5386379,5,2023-11-15 00:16:15.222274
1,2023-11-15 00:16:16,49100708,0.09320775,336224,3,2023-11-15 00:16:16.222274
1,2023-11-15 00:16:17,49100000,0.0281,387890,4,2023-11-15 00:16:17.222274
0,2023-11-15 00:16:17,49100999,0.0313,525380,4,2023-11-15 00:16:18.222274
1,2023-11-15 00:16:18,49101000,0.0298,1463209,1,2023-11-15 00:16:18.222274
1,2023-11-15 00:16:19,49100832,0.33442,349592,4,2023-11-15 00:16:19.222276
1,2023-11-15 00:16:19,49100000,0.1740999999999999,3791578,5,2023-11-15 00:16:20.222277
0,2023-11-15 00:16:21,49171638,0.80266393,3191658,6,2023-11-15 00:16:21.222277
1,2023-11-15 00:16:21,49098683,0.01913487,176734,2,2023-11-15 00:16:21.222277
1,2023-11-15 00:16:22,49093926,0.15865849,569895,6,2023-11-15 00:16:22.222279
0,2023-11-15 00:16:23,49093000,0.00480526,235904,1,2023-11-15 00:16:23.222279
1,2023-11-15 00:16:23,49087883,1.12097059,63208,30,2023-11-15 00:16:23.222279
1,2023-11-15 00:16:24,49089460,0.1187,490810,6,2023-11-15 00:16:24.222280
1,2023-11-15 00:16:24,49081000,0.01759452,372746,2,2023-11-15 00:16:25.222280
0,2023-11-15 00:16:26,49093000,0.0002,9818,1,2023-11-15 00:16:26.222280
1,2023-11-15 00:16:26,49081496,0.1387601299999999,2110440,9,2023-11-15 00:16:26.222280
0,2023-11-15 00:16:27,49141578,0.8008906,4849044,6,2023-11-15 00:16:27.222281
1,2023-11-15 00:16:26,49080000,0.1716947399999999,3936215,3,2023-11-15 00:16:27.222281
1,2023-11-15 00:16:27,49080353,0.0314,544799,2,2023-11-15 00:16:28.222282
1,2023-11-15 00:16:28,49080000,0.2217,10881036,1,2023-11-15 00:16:29.222282
0,2023-11-15 00:16:29,49091000,0.00203703,99999,1,2023-11-15 00:16:30.222284
1,2023-11-15 00:16:30,49080000,0.0471,657672,4,2023-11-15 00:16:30.222284
1,2023-11-15 00:16:30,49080000,0.01527435,749665,1,2023-11-15 00:16:31.222285
1,2023-11-15 00:16:31,49080000,0.07631114,1055766,2,2023-11-15 00:16:32.222285
1,2023-11-15 00:16:32,49080000,0.079,2689584,3,2023-11-15 00:16:33.222285
0,2023-11-15 00:16:33,49122567,0.8028192000000001,1100000,4,2023-11-15 00:16:34.222286
1,2023-11-15 00:16:33,49080960,0.10883692,1432539,4,2023-11-15 00:16:34.222286
1,2023-11-15 00:16:34,49080918,0.5441,1472400,3,2023-11-15 00:16:35.222286
1,2023-11-15 00:16:36,49080000,0.00137959,67710,1,2023-11-15 00:16:36.222287
1,2023-11-15 00:16:36,49080000,0.0191,490800,2,2023-11-15 00:16:37.222288
1,2023-11-15 00:16:37,49080000,0.03610343,299556,2,2023-11-15 00:16:38.222288
1,2023-11-15 00:16:38,49080000,0.0257,544788,2,2023-11-15 00:16:39.222288
0,2023-11-15 00:16:39,49144644,0.80202255,25498227,4,2023-11-15 00:16:40.222289
1,2023-11-15 00:16:40,49082000,0.0472,490820,3,2023-11-15 00:16:40.222289
0,2023-11-15 00:16:40,49139999,0.000407,19999,1,2023-11-15 00:16:41.222290
1,2023-11-15 00:16:40,49081999,0.0257,392656,3,2023-11-15 00:16:41.222290
1,2023-11-15 00:16:41,49083000,0.0036,176698,1,2023-11-15 00:16:42.222291
1,2023-11-15 00:16:42,49082999,0.0478,2346167,1,2023-11-15 00:16:43.222291
1,2023-11-15 00:16:43,49083000,0.01,490830,1,2023-11-15 00:16:44.222292
1,2023-11-15 00:16:44,49082587,0.014,283273,3,2023-11-15 00:16:45.222293
0,2023-11-15 00:16:45,49158161,0.8084864099999999,4918100,14,2023-11-15 00:16:46.222294
1,2023-11-15 00:16:46,49090319,0.03737118,525124,4,2023-11-15 00:16:46.222294
1,2023-11-15 00:16:46,49092856,0.2758230399999999,2705024,7,2023-11-15 00:16:47.222294
0,2023-11-15 00:16:47,49091000,0.0148,726546,1,2023-11-15 00:16:48.222294
0,2023-11-15 00:16:49,49092000,0.0185,908202,1,2023-11-15 00:16:49.222295
1,2023-11-15 00:16:48,49088999,0.0855,4197109,1,2023-11-15 00:16:49.222295
0,2023-11-15 00:16:50,49092000,0.01,490920,1,2023-11-15 00:16:50.222296
1,2023-11-15 00:16:49,49088000,0.007,343616,1,2023-11-15 00:16:50.222296
0,2023-11-15 00:16:51,49172000,0.0001017,5000,1,2023-11-15 00:16:51.222297
1,2023-11-15 00:16:51,49088097,0.244554,97709,3,2023-11-15 00:16:51.222297
0,2023-11-15 00:16:51,49170526,0.8016297900000001,5280,7,2023-11-15 00:16:52.222297
1,2023-11-15 00:16:51,49084301,0.04984982,2348660,4,2023-11-15 00:16:52.222297
1,2023-11-15 00:16:53,49089834,0.1009999999999999,196376,4,2023-11-15 00:16:53.222297
0,2023-11-15 00:16:53,49093000,0.01,490930,1,2023-11-15 00:16:54.222297
1,2023-11-15 00:16:53,49094000,0.083,4074802,1,2023-11-15 00:16:54.222297
1,2023-11-15 00:16:54,49094000,0.03701,319601,3,2023-11-15 00:16:55.222297
1,2023-11-15 00:16:56,49092999,0.0331,726576,2,2023-11-15 00:16:56.222298
1,2023-11-15 00:16:56,49092599,0.1830999999999999,1963680,3,2023-11-15 00:16:57.222299
0,0,0,0.0,0,0,2023-11-15 00:16:58.222299
0,2023-11-15 00:16:57,49161241,0.8022254700000001,3751504,12,2023-11-15 00:16:59.222300
1,2023-11-15 00:16:58,49088000,0.0962,265075,5,2023-11-15 00:16:59.222300
1,2023-11-15 00:16:59,49090000,0.0295999999999999,1276340,2,2023-11-15 00:17:00.222300
1,2023-11-15 00:17:01,49090000,0.0315,319085,4,2023-11-15 00:17:01.222300
0,0,0,0.0,0,0,2023-11-15 00:17:02.222300
1,2023-11-15 00:17:02,49090222,0.036,4909,4,2023-11-15 00:17:03.222301
0,2023-11-15 00:17:03,49178772,0.80098697,107785,18,2023-11-15 00:17:04.222301
1,2023-11-15 00:17:04,49091499,0.01334,490920,2,2023-11-15 00:17:04.222301
0,2023-11-15 00:17:04,49092000,0.0939,4609738,1,2023-11-15 00:17:05.222302
1,2023-11-15 00:17:04,49092000,0.033,1320083,2,2023-11-15 00:17:05.222302
1,2023-11-15 00:17:06,49089760,0.17017,809910,5,2023-11-15 00:17:06.222303
0,2023-11-15 00:17:06,49090000,0.02012829,497197,2,2023-11-15 00:17:07.222303
